neighbourhood_group,latitude,longitude,room_type,availability_365,minimum_nights,number_of_reviews,price
2,40.80489,-73.9426,1,0,5,2,49
2,40.80489,-73.94446,1,0,1,1,60
1,40.68889,-73.95406,1,281,2,8,80
2,40.73943,-73.98135,0,0,3,20,199
2,40.78858,-73.94742,0,322,1,19,174
1,40.66799,-73.95633,1,90,7,1,85
2,40.77976,-73.97837,1,362,7,11,120
1,40.70178,-73.92829,0,0,4,1,98
2,40.72423,-73.99013,1,0,2,4,119
1,40.6898,-73.95205,1,0,1,1,269
1,40.66799,-73.99177,1,233,1,70,75
1,40.68247,-73.94119,0,337,2,34,269
1,40.66799,-73.90781,1,342,2,9,55
1,40.69143,-73.93436,1,0,1,24,64
1,40.70767,-73.94821,1,0,14,1,70
2,40.72911,-73.99669,1,0,5,2,106
1,40.70068,-73.94103,1,0,3,14,49
2,40.7221,-73.99669,1,0,2,2,125
2,40.75277,-73.96686,1,0,1,2,70
2,40.80489,-73.94407,1,0,1,2,49
3,40.74364,-73.95392,0,0,5,1,100
3,40.77742,-73.90965,1,163,3,3,85
1,40.67876,-73.9715,0,0,1,4,75
2,40.72164,-73.97927,0,31,1,9,175
2,40.72309,-73.98926,1,0,1,1,150
2,40.76171,-73.99478,1,0,1,1,150
1,40.66799,-73.95897,0,256,2,45,129
1,40.69927,-73.92133,1,0,1,1,60
1,40.71058,-73.9672,1,210,2,70,80
3,40.75547,-73.92017,1,0,1,1,49
1,40.69172,-73.95862,1,0,1,1,90
2,40.71508,-73.98973,1,0,1,18,120
1,40.68978,-73.94444,0,0,7,2,100
3,40.76448,-73.92714,0,0,2,1,125
1,40.7122,-73.9511,1,0,1,3,49
1,40.71452,-73.95486,0,0,1,1,269
2,40.73448,-73.98056,1,0,28,2,49
2,40.79933,-73.95949,0,0,1,1,185
2,40.78015,-73.97875,0,200,28,2,120
2,40.71934,-73.98424,1,0,1,2,97
2,40.74537,-73.97462,0,0,2,1,230
1,40.68189,-73.99669,0,0,1,6,150
1,40.67647,-73.94813,0,0,2,23,135
1,40.71576,-73.94468,1,0,5,1,49
1,40.66799,-73.99669,1,0,3,2,49
3,40.76778,-73.92201,0,0,1,3,120
1,40.70649,-73.94505,0,0,1,11,100
2,40.80419,-73.96268,0,0,1,1,60
2,40.72579,-73.99341,0,198,3,14,245
2,40.74603,-73.98364,0,0,3,1,150
2,40.76441,-73.98058,0,0,7,1,269
2,40.73774,-73.97343,1,72,28,1,95
2,40.71546,-73.9896,0,0,4,3,120
2,40.7292,-73.99669,1,0,3,62,145
1,40.71303,-73.9558,0,170,2,28,109
1,40.71376,-73.95293,1,0,3,2,80
1,40.67358,-73.94351,0,0,1,7,105
3,40.7722,-73.93105,1,0,1,1,49
1,40.6846,-73.94478,0,217,3,70,125
2,40.72411,-73.99563,1,0,2,1,80
2,40.77088,-73.98061,0,0,2,2,140
2,40.72228,-73.9838,0,0,3,21,250
1,40.68148,-73.93145,1,0,1,1,79
2,40.71864,-73.98346,0,0,7,1,269
1,40.72927,-73.95707,0,43,3,6,120
2,40.72163,-73.97888,1,0,1,1,100
2,40.7777,-73.98796,0,0,1,1,150
2,40.73579,-73.98175,1,0,1,1,200
3,40.75226,-73.94089,0,0,1,9,110
1,40.66892,-73.99136,0,134,3,70,165
2,40.80489,-73.9498,1,64,28,1,69
2,40.80489,-73.94783,1,32,28,3,69
1,40.66799,-73.95298,1,89,1,22,180
2,40.80489,-73.9398,1,0,1,2,49
1,40.66799,-73.95465,1,0,3,4,49
3,40.67205,-73.90781,1,365,1,1,109
2,40.71928,-73.99669,1,0,1,15,100
1,40.66799,-73.96014,1,0,5,3,70
2,40.74981,-73.9786,0,0,5,1,198
1,40.69496,-73.93088,1,0,3,4,50
1,40.69644,-73.92707,0,210,2,70,130
1,40.67988,-73.92831,0,0,2,6,135
1,40.70647,-73.92093,1,0,20,1,49
2,40.79555,-73.96578,0,0,3,1,269
1,40.66799,-73.95988,1,344,2,59,108
2,40.78271,-73.95288,0,332,2,30,269
1,40.66835,-73.97981,0,0,5,2,129
2,40.80489,-73.95565,1,0,4,16,88
3,40.76735,-73.90781,1,363,1,28,75
1,40.71723,-73.96285,1,0,1,1,85
2,40.80489,-73.93117,1,145,1,2,70
1,40.73059,-73.95651,0,0,1,3,185
1,40.68128,-73.96286,0,0,3,5,145
1,40.68686,-73.94973,0,0,1,1,150
1,40.66799,-73.95637,0,0,21,1,50
1,40.67883,-73.97051,1,320,1,70,70
1,40.66799,-73.9419,0,248,2,36,150
1,40.7138,-73.96798,1,89,1,12,100
2,40.74085,-73.98153,1,0,1,1,69
1,40.66799,-73.95888,0,127,3,65,115
2,40.73778,-73.99669,0,28,5,17,120
2,40.71624,-73.99015,0,0,3,30,180
1,40.70222,-73.93294,0,191,3,70,147
1,40.68482,-73.95666,0,0,2,6,125
2,40.76205,-73.96382,0,298,2,70,269
1,40.68678,-73.9513,0,0,1,6,85
1,40.66799,-73.99669,0,0,7,10,60
1,40.68618,-73.93273,1,0,3,7,60
1,40.70608,-73.9433,1,0,2,1,49
2,40.75538,-73.99669,1,0,2,1,90
1,40.70275,-73.93445,0,290,1,70,150
1,40.72435,-73.95154,1,1,1,70,95
1,40.66799,-73.95688,0,333,3,56,185
1,40.68024,-73.96658,1,38,1,70,89
1,40.68906,-73.93751,0,142,2,70,67
1,40.66799,-73.95215,0,195,3,70,125
2,40.73366,-73.98313,1,0,1,4,80
1,40.70732,-73.95259,0,0,3,4,199
2,40.72261,-73.99333,1,0,12,1,79
2,40.73768,-73.98727,0,0,3,1,225
1,40.7128,-73.94175,0,0,1,1,125
1,40.70414,-73.93408,0,76,6,34,269
1,40.71332,-73.95291,0,0,3,1,200
3,40.74824,-73.91361,1,1,4,42,80
1,40.68141,-73.95841,0,365,7,9,269
1,40.68049,-73.97662,1,11,8,7,65
1,40.70891,-73.94161,1,0,3,8,70
1,40.70414,-73.92888,1,0,2,24,85
2,40.73764,-73.9819,0,0,1,1,200
1,40.66799,-73.95901,0,0,2,7,68
1,40.71326,-73.9542,1,0,10,1,50
1,40.6798,-73.98231,0,0,1,4,130
2,40.73925,-73.99669,0,8,3,70,215
2,40.72528,-73.97882,0,0,4,38,165
2,40.72361,-73.98395,1,0,1,6,100
1,40.68558,-73.9281,0,0,3,1,85
1,40.67541,-73.99669,1,0,1,1,75
1,40.68073,-73.96369,0,0,2,15,105
1,40.69696,-73.93433,0,238,5,70,100
2,40.75864,-73.99056,0,201,3,70,269
2,40.74582,-73.99472,1,0,1,1,195
1,40.66799,-73.98885,0,0,3,4,150
2,40.78235,-73.95058,1,0,25,4,54
1,40.71802,-73.95228,0,0,1,1,250
1,40.69127,-73.93983,1,365,1,23,49
3,40.767,-73.93051,0,0,4,1,95
2,40.70862,-73.99669,0,364,28,3,169
3,40.7573,-73.92773,1,0,1,1,75
2,40.76432,-73.99396,0,343,4,19,175
1,40.66799,-73.98994,0,0,1,4,145
2,40.70725,-73.99669,0,0,1,1,269
2,40.72295,-73.98246,0,0,4,4,135
2,40.7787,-73.98407,0,0,3,2,125
1,40.66799,-73.96306,1,0,1,1,70
2,40.77673,-73.95078,1,0,1,7,100
2,40.77085,-73.95725,0,315,28,4,118
1,40.69593,-73.92057,0,247,3,70,172
1,40.67804,-73.95411,1,0,1,1,105
1,40.67628,-73.95422,1,0,1,1,55
1,40.68949,-73.91191,1,0,5,1,60
2,40.72682,-73.97845,0,0,1,1,250
2,40.71011,-73.99669,1,0,2,31,99
1,40.66799,-73.96406,0,0,2,13,88
2,40.7256,-73.99555,1,0,1,3,125
1,40.68544,-73.93872,0,296,3,64,102
1,40.66799,-73.99669,1,0,2,1,49
1,40.68852,-73.98697,0,0,5,12,119
1,40.69141,-73.934,0,0,4,54,101
1,40.70512,-73.92187,1,0,3,3,65
0,40.80489,-73.90781,1,333,28,15,49
2,40.80489,-73.95069,0,0,2,1,109
0,40.80489,-73.90781,1,343,28,21,49
3,40.74601,-73.9149,0,18,15,1,250
2,40.80489,-73.9378,1,90,3,70,75
1,40.66799,-73.96485,1,175,2,24,90
2,40.8012,-73.96382,1,0,3,9,87
2,40.80489,-73.9443,0,0,2,12,185
1,40.68496,-73.91107,1,0,14,15,49
2,40.72547,-73.99669,1,156,7,51,269
1,40.68799,-73.97314,0,1,2,19,140
1,40.71477,-73.94761,1,0,5,5,70
1,40.71733,-73.95566,0,0,6,1,150
1,40.70884,-73.95742,1,0,1,3,80
1,40.71704,-73.94509,1,0,1,1,60
1,40.70192,-73.92928,1,0,1,7,49
1,40.67065,-73.93544,1,0,8,1,49
2,40.7394,-73.99669,0,6,1,10,210
1,40.70146,-73.98188,0,268,28,23,225
2,40.75737,-73.96916,1,0,1,1,70
1,40.69188,-73.9607,1,0,5,1,49
2,40.80489,-73.94486,0,0,1,3,120
2,40.71612,-73.99121,0,0,1,1,150
2,40.77778,-73.9781,1,263,2,70,133
2,40.80313,-73.95742,1,0,2,1,60
2,40.80489,-73.94148,1,0,2,20,64
2,40.71289,-73.98877,1,261,3,27,69
1,40.68887,-73.95393,1,0,1,2,49
2,40.70552,-73.99669,0,0,1,3,190
1,40.66889,-73.97617,0,0,2,60,269
2,40.7603,-73.99222,0,271,3,70,200
2,40.79042,-73.94641,1,0,4,37,75
1,40.7129,-73.95565,0,0,14,2,180
2,40.80489,-73.94345,1,0,1,1,200
1,40.67758,-73.98519,1,41,2,70,59
1,40.72402,-73.9415,0,0,5,2,149
1,40.66799,-73.96094,1,46,1,70,55
2,40.79452,-73.97065,1,0,1,12,75
2,40.80489,-73.951,0,0,2,1,269
2,40.71281,-73.98705,0,44,4,68,169
2,40.79955,-73.96369,0,0,2,7,125
1,40.68346,-73.95551,1,0,2,30,58
2,40.7631,-73.96393,0,0,3,19,151
2,40.80489,-73.92768,0,21,14,7,67
2,40.80489,-73.94238,1,0,1,1,100
2,40.73764,-73.99669,0,0,3,4,185
1,40.67215,-73.94126,0,0,2,63,190
2,40.72962,-73.98932,1,23,16,9,78
1,40.66799,-73.96064,1,40,1,70,60
2,40.73528,-73.99669,0,169,2,70,210
3,40.7432,-73.95565,0,0,2,6,139
2,40.79045,-73.97361,0,0,5,12,200
2,40.80489,-73.95304,1,0,1,70,75
1,40.68896,-73.97737,0,342,28,7,123
2,40.80489,-73.94182,1,0,1,1,49
1,40.68857,-73.98668,0,360,28,7,120
1,40.66799,-73.98172,1,0,2,5,85
3,40.77672,-73.91956,0,271,3,70,122
2,40.76372,-73.98081,0,0,7,1,269
2,40.794,-73.97632,0,0,5,16,99
2,40.80489,-73.94393,1,59,4,45,110
1,40.70641,-73.96801,0,0,1,1,185
1,40.71272,-73.96632,0,0,1,1,120
3,40.76254,-73.91415,1,0,2,7,89
1,40.69095,-73.92386,1,0,4,8,49
1,40.69342,-73.9611,1,249,28,20,90
1,40.69411,-73.96151,1,314,28,31,90
0,40.80489,-73.92725,0,0,1,1,110
2,40.80489,-73.94962,0,10,1,7,150
1,40.67552,-73.96041,0,10,5,4,120
1,40.68338,-73.92072,0,315,3,70,110
1,40.66799,-73.97237,1,228,1,66,49
1,40.70889,-73.94113,1,0,1,1,75
3,40.74823,-73.90781,1,355,1,70,65
2,40.74466,-73.99504,0,0,2,4,170
2,40.75176,-73.96921,0,0,1,1,140
2,40.76548,-73.99155,1,0,1,1,90
2,40.71379,-73.99112,0,19,3,39,170
2,40.75894,-73.9915,1,164,1,70,90
1,40.67505,-73.96711,0,0,2,5,175
1,40.66799,-73.9838,0,0,1,3,135
1,40.72961,-73.95656,0,0,1,1,120
2,40.79397,-73.97376,0,0,3,1,175
1,40.66799,-73.95866,1,0,15,2,49
2,40.80489,-73.96141,1,0,1,1,65
1,40.68366,-73.9247,1,6,2,70,69
2,40.73049,-73.99669,1,0,2,1,119
2,40.80256,-73.94524,1,0,28,27,85
1,40.68234,-73.98088,1,0,3,1,100
2,40.78323,-73.97721,0,0,3,1,155
2,40.71767,-73.99004,0,0,1,26,160
1,40.70461,-73.93845,1,0,21,16,50
2,40.80489,-73.95097,0,0,3,1,125
2,40.72487,-73.99669,0,0,1,1,269
2,40.70406,-73.99669,0,0,1,1,269
1,40.68973,-73.96073,1,0,2,2,65
2,40.73453,-73.99669,0,0,1,1,247
2,40.80089,-73.96752,2,0,1,1,85
3,40.68692,-73.90781,1,250,1,63,49
1,40.72717,-73.94697,0,188,2,21,139
1,40.68902,-73.9156,0,136,2,70,85
3,40.69962,-73.90781,0,321,2,70,125
2,40.77459,-73.9476,1,0,2,18,115
1,40.66799,-73.98954,0,282,28,1,175
2,40.72475,-73.98009,0,0,3,1,140
2,40.7601,-73.96746,1,0,1,1,125
3,40.75037,-73.91265,1,364,4,28,59
2,40.72028,-73.98182,1,0,3,1,80
1,40.69574,-73.9286,1,0,14,10,50
1,40.72541,-73.95279,1,0,12,1,49
1,40.6862,-73.9542,0,18,4,7,90
1,40.71163,-73.95186,0,0,7,33,250
1,40.71009,-73.95398,0,0,1,1,140
2,40.75013,-73.99669,0,331,1,70,215
2,40.72634,-73.99669,0,0,3,6,180
2,40.80193,-73.97038,0,0,2,18,250
2,40.74334,-73.99204,0,0,1,1,269
2,40.7457,-73.9939,0,0,5,1,269
1,40.66799,-73.95611,1,0,1,1,65
2,40.7438,-73.99669,1,47,2,70,118
2,40.71978,-73.99669,1,365,1,1,269
1,40.66799,-73.99669,1,22,1,15,70
2,40.79203,-73.96967,0,19,7,9,110
2,40.80489,-73.95296,0,304,3,70,269
2,40.7324,-73.98883,1,0,4,3,95
2,40.80489,-73.9402,1,0,2,2,70
2,40.80417,-73.96874,1,188,28,44,167
2,40.791,-73.9722,1,221,5,42,103
2,40.71813,-73.99231,0,0,6,13,145
1,40.66799,-73.90781,0,300,2,70,100
1,40.6874,-73.97484,0,9,6,8,269
1,40.71405,-73.94129,1,0,1,1,60
1,40.70854,-73.95281,1,0,1,4,70
2,40.72118,-73.99575,0,89,4,4,269
1,40.71534,-73.96633,0,257,2,70,269
2,40.80489,-73.94138,1,0,1,2,50
2,40.79106,-73.94588,0,0,20,1,65
1,40.70189,-73.92872,1,0,1,1,68
1,40.66799,-73.95704,1,334,3,60,92
2,40.80299,-73.96465,1,0,9,1,49
3,40.76979,-73.92019,0,0,10,7,100
2,40.77756,-73.94859,1,204,7,9,140
2,40.76769,-73.99405,1,364,3,17,150
1,40.68268,-73.92825,1,0,1,2,49
1,40.6851,-73.99669,1,32,7,2,70
2,40.78733,-73.97364,0,347,1,70,230
3,40.78261,-73.91452,1,0,1,1,49
3,40.75203,-73.9361,1,0,3,8,80
2,40.75563,-73.99669,1,0,1,1,105
1,40.68317,-73.91432,1,0,3,3,49
2,40.7438,-73.9781,1,0,3,19,90
2,40.7874,-73.97381,0,36,10,2,269
1,40.67215,-73.94281,1,0,2,2,50
1,40.66799,-73.9834,0,18,3,70,195
2,40.73866,-73.99669,0,0,3,1,200
2,40.72178,-73.98212,0,0,2,11,250
2,40.77865,-73.94858,0,0,2,4,175
1,40.7252,-73.95276,1,0,13,1,100
3,40.75215,-73.93913,0,9,7,9,150
2,40.74559,-73.98325,0,0,1,1,175
2,40.80489,-73.95897,1,0,1,1,150
2,40.75219,-73.97133,0,0,6,1,269
2,40.71959,-73.99604,1,0,2,2,99
3,40.77648,-73.90987,1,219,3,13,70
3,40.72929,-73.90781,1,0,1,32,49
1,40.66799,-73.94206,0,130,2,6,199
2,40.79317,-73.96956,1,0,3,6,90
1,40.67714,-73.9486,0,0,2,3,130
1,40.66799,-73.98728,0,0,7,1,269
1,40.68864,-73.96759,0,27,28,7,175
1,40.71905,-73.94937,1,0,5,3,49
1,40.72002,-73.96028,1,323,3,70,70
1,40.68458,-73.96332,0,0,3,5,269
1,40.66799,-73.99669,1,310,1,43,49
1,40.67791,-73.99669,1,0,5,5,55
1,40.68847,-73.95634,1,0,1,1,49
2,40.71903,-73.9904,0,11,5,10,160
2,40.7187,-73.99669,1,0,1,2,107
1,40.68248,-73.92811,0,235,2,70,155
2,40.80489,-73.95234,0,284,4,5,269
1,40.71242,-73.95009,1,0,2,33,80
2,40.77018,-73.95947,0,0,2,23,205
2,40.78557,-73.97214,1,0,1,2,150
1,40.67763,-73.99669,0,58,28,17,99
1,40.6884,-73.9305,1,70,1,70,59
1,40.71256,-73.95695,1,0,28,19,49
2,40.74376,-73.99669,0,270,28,70,269
1,40.70036,-73.91723,1,0,1,1,80
3,40.7655,-73.92169,0,349,3,21,150
1,40.66799,-73.94917,1,0,1,1,49
2,40.80489,-73.94735,0,0,5,5,99
1,40.6799,-73.96416,0,0,7,9,150
2,40.74036,-73.99669,0,0,3,1,190
1,40.67139,-73.94,1,0,3,7,50
2,40.80489,-73.94468,0,0,15,22,79
1,40.68716,-73.9243,0,283,7,35,199
3,40.76508,-73.90935,0,0,14,1,65
1,40.69589,-73.93232,1,0,1,3,65
1,40.67034,-73.95848,1,0,1,1,75
1,40.66799,-73.97866,1,0,2,22,49
2,40.80489,-73.94149,0,0,5,12,130
2,40.72399,-73.98869,0,0,2,2,180
1,40.66799,-73.99669,1,0,1,1,60
1,40.66799,-73.99669,2,365,1,70,49
3,40.76205,-73.91379,1,132,1,70,49
1,40.66799,-73.95931,1,0,1,35,65
1,40.66799,-73.95941,1,126,1,1,119
1,40.66799,-73.99669,1,0,1,2,50
3,40.73926,-73.92045,0,0,3,2,150
1,40.66799,-73.95221,1,0,3,1,150
1,40.67293,-73.96678,0,216,7,11,99
3,40.69604,-73.90781,1,0,1,70,50
1,40.73604,-73.95415,0,322,2,4,250
3,40.69463,-73.90781,1,0,1,70,50
2,40.80489,-73.93833,1,64,1,6,50
2,40.73107,-73.98213,1,342,2,14,100
2,40.80188,-73.96696,1,326,1,26,59
2,40.72338,-73.98239,1,0,1,1,80
1,40.67309,-73.96354,0,0,3,4,95
1,40.68548,-73.94988,0,0,2,3,110
1,40.69025,-73.9303,1,0,5,1,60
1,40.67894,-73.99669,1,76,1,70,64
3,40.77679,-73.9212,0,0,2,7,175
3,40.66799,-73.90781,0,334,2,5,269
2,40.72014,-73.98498,1,0,1,2,80
2,40.76377,-73.98786,0,205,2,49,200
1,40.66799,-73.97801,0,3,3,10,128
1,40.68001,-73.94971,0,332,28,11,150
1,40.68022,-73.92795,0,220,3,70,100
2,40.79387,-73.97136,0,0,5,1,269
0,40.80489,-73.90781,1,0,1,70,95
2,40.72644,-73.98403,0,0,5,1,175
1,40.70442,-73.92484,0,0,5,27,220
1,40.68732,-73.99245,0,2,3,23,147
2,40.72811,-73.98453,1,0,2,1,95
1,40.68282,-73.99669,0,0,5,2,160
3,40.68547,-73.90781,1,365,3,1,99
2,40.70803,-73.99669,0,0,1,1,200
1,40.66799,-73.95372,0,94,3,70,225
0,40.80489,-73.90781,1,287,28,19,49
2,40.80489,-73.95525,1,0,14,1,75
1,40.70841,-73.9539,1,349,1,70,120
1,40.66799,-73.96062,0,0,1,1,110
2,40.77368,-73.98704,1,0,3,4,60
1,40.66799,-73.94961,1,365,1,2,100
1,40.68443,-73.96737,1,0,2,12,77
2,40.791,-73.96809,0,0,3,10,150
1,40.68589,-73.99102,0,249,3,38,160
2,40.71796,-73.99032,1,0,10,1,58
2,40.75946,-73.99083,1,0,1,5,70
1,40.69855,-73.97595,0,0,4,70,215
2,40.80489,-73.94142,0,0,4,1,100
1,40.71608,-73.95967,1,0,3,1,60
1,40.68665,-73.9922,0,0,1,1,125
2,40.78506,-73.97723,1,0,1,9,130
1,40.71119,-73.96471,1,0,3,1,99
1,40.72831,-73.949,0,328,3,70,175
1,40.69351,-73.94011,0,188,2,3,200
1,40.70939,-73.96758,1,0,1,1,85
1,40.68599,-73.9394,0,52,3,70,99
2,40.80489,-73.93049,1,0,3,29,49
2,40.74751,-73.97676,0,0,1,1,190
2,40.80489,-73.94004,0,0,1,1,112
2,40.76102,-73.96124,1,0,1,1,95
1,40.70005,-73.91882,1,0,1,1,65
1,40.68167,-73.99276,0,3,4,70,150
2,40.80489,-73.9468,0,0,1,1,77
2,40.80489,-73.95282,1,0,2,1,69
2,40.77484,-73.95726,1,0,1,2,80
2,40.72448,-73.9895,0,0,2,9,175
1,40.69551,-73.95075,1,0,5,1,60
2,40.80489,-73.95122,1,0,1,1,59
2,40.75669,-73.96411,1,0,1,3,90
1,40.72446,-73.94008,0,34,28,4,70
2,40.73351,-73.99669,0,0,3,1,269
2,40.71382,-73.99669,1,0,6,2,75
2,40.71912,-73.99669,1,213,2,6,61
2,40.80489,-73.94209,2,363,1,14,49
2,40.72276,-73.99314,0,0,28,10,269
1,40.66799,-73.9558,1,341,4,52,49
1,40.68405,-73.96681,1,0,3,2,75
3,40.73726,-73.90781,0,0,2,2,150
1,40.66799,-73.90781,0,33,4,70,72
1,40.6735,-73.93856,1,288,1,70,59
2,40.79324,-73.94513,0,0,2,4,90
1,40.6881,-73.99498,0,0,2,4,145
3,40.74633,-73.91293,1,0,1,1,115
1,40.71331,-73.96347,0,0,1,1,225
1,40.67317,-73.95419,1,0,1,1,49
1,40.67982,-73.91347,0,0,3,63,49
2,40.80489,-73.94036,0,358,1,32,150
1,40.68333,-73.99369,0,3,4,70,147
2,40.77148,-73.98226,1,327,1,70,182
2,40.80489,-73.94004,1,0,1,1,110
2,40.72092,-73.98849,1,0,1,1,85
2,40.73999,-73.98122,1,194,3,70,175
1,40.6867,-73.9621,0,0,1,2,250
2,40.80113,-73.96566,1,0,1,1,50
3,40.74229,-73.95427,1,0,1,5,70
1,40.68091,-73.94662,1,0,7,1,49
2,40.80489,-73.94887,1,0,1,1,75
3,40.68792,-73.90781,0,130,1,22,79
1,40.68927,-73.95277,0,0,1,1,115
3,40.75818,-73.92679,1,24,2,70,49
2,40.76104,-73.9885,0,0,3,4,269
1,40.69461,-73.93406,1,20,3,70,86
2,40.78502,-73.94763,0,0,1,14,189
1,40.69451,-73.94419,0,0,1,2,70
1,40.68446,-73.95779,1,0,7,1,49
1,40.67793,-73.99531,0,365,1,70,150
1,40.72674,-73.94004,0,0,28,2,159
1,40.67517,-73.94421,1,0,1,2,50
2,40.75967,-73.98573,0,174,28,1,135
2,40.7459,-73.97607,1,0,1,1,170
2,40.76292,-73.99551,0,0,5,5,140
2,40.79433,-73.97333,0,0,1,5,175
3,40.73678,-73.92437,1,0,7,1,55
1,40.71375,-73.94342,1,0,2,5,72
1,40.66983,-73.95332,0,0,4,4,198
1,40.68658,-73.9891,0,0,2,17,180
1,40.67757,-73.98195,0,5,4,12,200
1,40.68242,-73.95016,1,60,1,70,220
3,40.66799,-73.90781,0,340,1,9,125
2,40.76444,-73.98592,0,33,3,12,269
0,40.80489,-73.90781,1,333,28,13,49
2,40.80489,-73.95004,1,0,1,1,60
1,40.66799,-73.95902,1,0,10,1,49
3,40.73331,-73.90781,1,0,2,1,55
1,40.67202,-73.98531,0,0,5,18,145
2,40.80489,-73.93002,1,0,1,5,49
1,40.67589,-73.9287,1,0,2,1,75
1,40.68229,-73.99369,0,0,1,1,200
2,40.80489,-73.94196,0,4,4,70,153
1,40.71278,-73.96292,1,0,1,1,69
1,40.7088,-73.93983,1,0,1,3,49
1,40.7334,-73.95639,0,0,5,1,104
2,40.80489,-73.94228,0,0,1,2,150
2,40.78824,-73.94687,0,262,1,70,195
2,40.80489,-73.94443,1,0,2,1,90
3,40.73607,-73.90781,1,0,1,1,60
1,40.68202,-73.96273,0,0,3,2,145
1,40.66799,-73.99669,0,346,2,35,120
1,40.7149,-73.95588,0,0,2,15,111
1,40.67621,-73.97238,0,0,5,1,140
2,40.80489,-73.93952,1,280,2,9,60
2,40.70993,-73.987,2,201,14,6,49
2,40.80489,-73.94539,1,49,1,70,93
1,40.69845,-73.93495,1,0,1,3,49
1,40.69704,-73.94761,1,0,5,2,60
1,40.68266,-73.91819,0,0,5,1,99
2,40.74212,-73.99669,1,0,2,20,210
2,40.74313,-73.99669,0,0,3,2,175
2,40.80489,-73.92842,1,0,1,13,49
2,40.74336,-73.99669,0,0,6,45,200
3,40.74494,-73.91513,0,178,28,29,120
2,40.76352,-73.9777,0,358,4,9,269
1,40.68647,-73.92494,1,0,4,2,49
1,40.6831,-73.94962,0,0,5,1,99
2,40.80489,-73.94871,0,264,3,35,269
1,40.6857,-73.95595,1,282,5,28,89
1,40.66799,-73.93992,1,170,2,70,65
1,40.71264,-73.94622,0,0,3,8,185
3,40.78223,-73.90781,1,365,7,1,49
2,40.80328,-73.96898,0,91,28,14,238
1,40.68053,-73.90879,1,240,1,4,63
1,40.68504,-73.9696,0,53,7,43,150
2,40.73162,-73.99669,0,0,1,1,180
3,40.75421,-73.90781,1,339,1,70,75
3,40.74507,-73.90781,0,0,1,10,269
0,40.80489,-73.90781,1,290,3,70,59
2,40.80489,-73.96641,1,0,1,1,90
1,40.68193,-73.97807,0,0,5,1,150
3,40.66799,-73.90781,0,336,1,70,70
3,40.75743,-73.92366,0,309,2,70,269
2,40.74327,-73.99669,0,125,3,70,245
1,40.69866,-73.92498,1,0,14,1,53
2,40.74148,-73.99669,0,0,4,2,225
2,40.78339,-73.95239,1,53,4,33,149
2,40.70689,-73.99669,0,0,2,7,160
1,40.69113,-73.9478,0,0,2,1,70
1,40.69705,-73.97743,0,170,3,70,165
2,40.74056,-73.98389,1,0,15,1,70
1,40.71607,-73.95352,0,0,3,9,150
1,40.69454,-73.94495,1,260,1,11,65
2,40.79063,-73.97864,0,0,2,13,175
1,40.68528,-73.91573,0,334,4,70,175
3,40.75255,-73.93654,1,286,4,19,90
1,40.70068,-73.91621,1,0,7,2,49
2,40.7829,-73.94694,0,0,2,53,170
1,40.67195,-73.95535,1,0,3,8,70
1,40.70326,-73.91822,1,203,28,1,50
3,40.68542,-73.90781,1,350,1,70,52
1,40.70249,-73.91904,1,347,28,1,49
1,40.70468,-73.91935,1,257,28,1,49
1,40.70387,-73.91665,1,144,28,4,49
2,40.71783,-73.98392,0,0,4,36,175
1,40.70233,-73.9175,1,229,28,2,49
1,40.70619,-73.9191,1,291,28,3,49
1,40.70468,-73.91683,1,222,2,4,49
1,40.70153,-73.93064,0,0,3,1,200
2,40.80489,-73.9609,1,0,1,1,49
1,40.67839,-73.95434,1,204,2,70,80
2,40.77357,-73.94729,0,329,2,48,142
1,40.66799,-73.98161,1,0,7,3,69
0,40.80489,-73.90781,1,320,2,5,62
0,40.80489,-73.90781,2,318,1,1,49
2,40.75194,-73.99669,0,0,28,1,269
2,40.72235,-73.98769,1,0,1,1,75
1,40.66799,-73.95448,0,124,3,10,80
2,40.79882,-73.96382,0,0,1,1,200
1,40.66799,-73.95835,0,0,1,3,90
2,40.80489,-73.94456,0,194,28,12,173
1,40.70694,-73.93246,0,249,14,10,100
1,40.6808,-73.93092,0,149,5,70,160
1,40.71003,-73.96097,1,329,2,17,116
1,40.66799,-73.95015,1,0,1,1,49
2,40.72077,-73.98551,0,0,4,1,160
2,40.72822,-73.98639,0,0,4,11,150
2,40.79996,-73.95485,0,219,3,42,104
2,40.72935,-73.98465,0,134,2,6,200
3,40.74462,-73.95521,0,0,2,1,80
2,40.77059,-73.95686,0,0,1,1,150
2,40.77849,-73.98527,0,363,28,16,269
2,40.80489,-73.94328,1,0,2,9,49
1,40.71158,-73.94653,0,274,1,28,94
2,40.76294,-73.99248,1,0,2,1,92
1,40.67351,-73.90781,0,256,5,70,155
2,40.78101,-73.98533,1,0,3,4,70
1,40.68671,-73.98541,0,0,1,2,75
1,40.71225,-73.96246,0,0,2,1,150
2,40.78086,-73.95029,0,0,4,1,130
1,40.70497,-73.94194,1,0,1,1,75
2,40.74111,-73.97959,1,0,7,1,70
1,40.68332,-73.96271,0,31,6,35,145
3,40.70994,-73.90781,0,0,1,2,65
1,40.67231,-73.98069,0,326,7,14,195
2,40.76387,-73.98021,0,0,1,3,269
2,40.72219,-73.99669,0,365,7,44,269
